superkingdom	phylum	class	order	family	genus	species	strain	taxid	ident	genome_size
Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Ignicoccus	Ignicoccus hospitalis	Ignicoccus hospitalis KIN4/I	453591	GCA_000017945.1	1297538
Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Ignicoccus	Ignicoccus islandicus	Ignicoccus islandicus DSM 13165	940295	GCA_001481685.1	1394664
Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Ignisphaera	Ignisphaera aggregans	Ignisphaera aggregans DSM 17230	583356	GCA_000145985.1	1875953
Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Staphylothermus	Staphylothermus hellenicus	Staphylothermus hellenicus DSM 12710	591019	GCA_000092465.1	1580347
Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Staphylothermus	Staphylothermus marinus	Staphylothermus marinus F1	399550	GCA_000015945.1	1570485
Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Thermogladius	Thermogladius calderae	Thermogladius calderae 1633	1184251	GCA_000264495.1	1356318
Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Thermosphaera	Thermosphaera aggregans	Thermosphaera aggregans DSM 11486	633148	GCA_000092185.1	1316595
Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Pyrodictiaceae	Hyperthermus	Hyperthermus butylicus	Hyperthermus butylicus DSM 5456	415426	GCA_000015145.1	1667163
Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Pyrodictiaceae	Pyrodictium	Pyrodictium delaneyi		1273541	GCA_001412615.1	2023836
Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Pyrodictiaceae	Pyrodictium	Pyrodictium delaneyi		1273541	GCA_002194565.1	2042801
Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Pyrodictiaceae	Pyrodictium	Pyrodictium occultum		2309	GCA_001462395.1	1621727
Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Pyrodictiaceae	Pyrolobus	Pyrolobus fumarii	Pyrolobus fumarii 1A	694429	GCA_000223395.1	1843267
Archaea	Crenarchaeota	Thermoprotei	Fervidicoccales	Fervidicoccaceae	Fervidicoccus	Fervidicoccus fontis		683846	GCA_002871215.1	655509
Archaea	Crenarchaeota	Thermoprotei	Fervidicoccales	Fervidicoccaceae	Fervidicoccus	Fervidicoccus fontis		683846	GCA_002871295.1	1344112
Archaea	Crenarchaeota	Thermoprotei	Fervidicoccales	Fervidicoccaceae	Fervidicoccus	Fervidicoccus fontis	Fervidicoccus fontis Kam940	1163730	GCA_000258425.1	1319206
Archaea	Crenarchaeota	Thermoprotei	Fervidicoccales	Fervidicoccaceae	Fervidicoccus	Fervidicoccus sp.		2060324	GCA_002899805.1	1456853
Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Acidianus	Acidianus brierleyi		41673	GCA_003201835.2	2947156
Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Acidianus	Acidianus hospitalis	Acidianus hospitalis W1	933801	GCA_000213215.1	2137654
Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Acidianus	Acidianus manzaensis		282676	GCA_002116695.1	2687463
Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Acidianus	Acidianus sulfidivorans	Acidianus sulfidivorans JP7	619593	GCA_003201765.2	2287077
Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Candidatus Aramenus	Candidatus Aramenus sulfurataquae		1326980	GCA_000565255.1	1798894
Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Metallosphaera	Metallosphaera cuprina	Metallosphaera cuprina Ar-4	1006006	GCA_000204925.1	1840348
Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Metallosphaera	Metallosphaera hakonensis	Metallosphaera hakonensis JCM 8857 = DSM 7519	1293036	GCA_003201675.2	2544108
Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Metallosphaera	Metallosphaera sedula		43687	GCA_000747605.1	2191492
Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Metallosphaera	Metallosphaera sedula		43687	GCA_001266675.1	2191529
Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Metallosphaera	Metallosphaera sedula	Metallosphaera sedula DSM 5348	399549	GCA_000016605.1	2191517
Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Metallosphaera	Metallosphaera yellowstonensis	Metallosphaera yellowstonensis MK1	671065	GCA_000243315.1	2817452
Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Saccharolobus	Saccharolobus solfataricus		2287	GCA_900079115.1	3034024
Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Saccharolobus	Saccharolobus solfataricus	Saccharolobus solfataricus P2	273057	GCA_000007005.1	2992245
Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus	Sulfolobus acidocaldarius		2285	GCA_001481595.1	2220582
Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus	Sulfolobus acidocaldarius	Sulfolobus acidocaldarius N8	1028566	GCA_000340315.1	2176362
Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus	Sulfolobus acidocaldarius	Sulfolobus acidocaldarius SUSAZ	1435377	GCA_000508305.1	2061920
Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus	Sulfolobus islandicus	Sulfolobus islandicus LAL14/1	1241935	GCA_000364745.1	2465177
Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus	Sulfolobus islandicus	Sulfolobus islandicus M.16.27	427318	GCA_000022425.1	2692402
Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus	Sulfolobus islandicus	Sulfolobus islandicus Y.G.57.14	439386	GCA_000022465.1	2702058
Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus	Sulfolobus sp. A20		1891280	GCA_001719125.1	2688317
Archaea	Crenarchaeota	Thermoprotei	Thermofilales	Thermofilaceae	Thermofilum	Thermofilum adornatum		1365176	GCA_000446015.1	1750259
Archaea	Crenarchaeota	Thermoprotei	Thermofilales	Thermofilaceae	Thermofilum	Thermofilum pendens	Thermofilum pendens Hrk 5	368408	GCA_000015225.1	1813393
Archaea	Crenarchaeota	Thermoprotei	Thermofilales	Thermofilaceae	Thermofilum	Thermofilum sp. ex4484_79		2012527	GCA_002254645.1	1603934
Archaea	Crenarchaeota	Thermoprotei	Thermofilales	Thermofilaceae	Thermofilum	Thermofilum sp. ex4484_82		2012528	GCA_002254905.1	1750673
Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Caldivirga	Caldivirga maquilingensis	Caldivirga maquilingensis IC-167	397948	GCA_000018305.1	2077567
Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Pyrobaculum	Pyrobaculum aerophilum		13773	GCA_003400025.1	2545538
Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Pyrobaculum	Pyrobaculum aerophilum		13773	GCA_003400145.1	2552411
Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Pyrobaculum	Pyrobaculum aerophilum	Pyrobaculum aerophilum str. IM2	178306	GCA_000007225.1	2222430
Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Pyrobaculum	Pyrobaculum calidifontis	Pyrobaculum calidifontis JCM 11548	410359	GCA_000015805.1	2009313
Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Pyrobaculum	Pyrobaculum ferrireducens		1104324	GCA_000234805.1	2467972
Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Pyrobaculum	Pyrobaculum islandicum	Pyrobaculum islandicum DSM 4184	384616	GCA_000015205.1	1826402
Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Pyrobaculum	Pyrobaculum neutrophilum	Pyrobaculum neutrophilum V24Sta	444157	GCA_000019805.1	1769823
Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Pyrobaculum	Pyrobaculum oguniense	Pyrobaculum oguniense TE7	698757	GCA_000247545.1	2452920
Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Pyrobaculum	Pyrobaculum sp. WP30		1227555	GCA_001189275.1	1993257
Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Thermoproteus	Thermoproteus sp. CP80		1650659	GCA_002077075.2	1557272
Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Thermoproteus	Thermoproteus tenax	Thermoproteus tenax Kra 1	768679	GCA_000253055.1	1841542
Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Thermoproteus	Thermoproteus uzoniensis	Thermoproteus uzoniensis 768-20	999630	GCA_000193375.1	1936063
Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Vulcanisaeta	Vulcanisaeta distributa	Vulcanisaeta distributa DSM 14429	572478	GCA_000148385.1	2374137
Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Vulcanisaeta	Vulcanisaeta moutnovskia	Vulcanisaeta moutnovskia 768-28	985053	GCA_000190315.1	2298983
Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Vulcanisaeta	Vulcanisaeta sp. EB80		1650660	GCA_002078205.2	2349151
Archaea	Euryarchaeota					Euryarchaeota archaeon		2026739	GCA_002704975.1	777458
Archaea	Euryarchaeota					Euryarchaeota archaeon		2026739	GCA_002708745.1	710946
Archaea	Euryarchaeota					Euryarchaeota archaeon		2026739	GCA_002710035.1	834643
Archaea	Euryarchaeota					Euryarchaeota archaeon HGW-Euryarchaeota-1		2013767	GCA_002841675.1	602417
Archaea	Euryarchaeota					Euryarchaeota archaeon RBG_13_61_15		1797978	GCA_001800715.1	1164805
Archaea	Euryarchaeota					Euryarchaeota archaeon TMED173		1986688	GCA_002172185.1	826841
Archaea	Euryarchaeota					Euryarchaeota archaeon TMED280		1986695	GCA_002168355.1	773563
Archaea	Euryarchaeota					Euryarchaeota archaeon ex4484_162		1978125	GCA_002255125.1	603189
Archaea	Euryarchaeota					candidate division MSBL1 archaeon SCGC-AAA259M10		1698270	GCA_001549115.1	865782
Archaea	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus	Archaeoglobus fulgidus		2234	GCA_001508745.1	2037571
Archaea	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus	Archaeoglobus fulgidus	Archaeoglobus fulgidus DSM 4304	224325	GCA_000008665.1	2178400
Archaea	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus	Archaeoglobus fulgidus	Archaeoglobus fulgidus DSM 8774	1344584	GCA_000734035.1	2316287
Archaea	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus	Archaeoglobus profundus	Archaeoglobus profundus DSM 5631	572546	GCA_000025285.1	1563423
Archaea	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus	Archaeoglobus sulfaticallidus	Archaeoglobus sulfaticallidus PM70-1	387631	GCA_000385565.1	2076931
Archaea	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus	Archaeoglobus veneficus	Archaeoglobus veneficus SNP6	693661	GCA_000194625.1	1901943
Archaea	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Ferroglobus	Ferroglobus placidus	Ferroglobus placidus DSM 10642	589924	GCA_000025505.1	2196266
Archaea	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Geoglobus	Geoglobus acetivorans		565033	GCA_000789255.1	1860815
Archaea	Euryarchaeota	Candidatus Methanofastidiosa			Candidatus Methanofastidiosum	Candidatus Methanofastidiosum methylthiophilus		1705564	GCA_001587575.1	1557731
Archaea	Euryarchaeota	Candidatus Methanofastidiosa			Candidatus Methanofastidiosum	Candidatus Methanofastidiosum methylthiophilus		1705564	GCA_001587595.1	1495432
Archaea	Euryarchaeota	Candidatus Methanofastidiosa			Candidatus Methanofastidiosum	Candidatus Methanofastidiosum methylthiophilus		1705564	GCA_001587605.1	1497132
Archaea	Euryarchaeota	Candidatus Methanofastidiosa			Candidatus Methanofastidiosum	Candidatus Methanofastidiosum methylthiophilus		1705564	GCA_001587635.1	1482298
Archaea	Euryarchaeota	Candidatus Methanofastidiosa			Candidatus Methanofastidiosum	Candidatus Methanofastidiosum methylthiophilus		1705564	GCA_001587655.1	1610745
Archaea	Euryarchaeota	Candidatus Methanofastidiosa			Candidatus Methanofastidiosum	Candidatus Methanofastidiosum methylthiophilus		1705564	GCA_001587675.1	1794460
Archaea	Euryarchaeota	Candidatus Methanofastidiosa			Candidatus Methanofastidiosum	Candidatus Methanofastidiosum methylthiophilus		1705564	GCA_001587695.1	1658046
Archaea	Euryarchaeota	Candidatus Methanofastidiosa			Candidatus Methanofastidiosum	Candidatus Methanofastidiosum methylthiophilus		1705564	GCA_001587715.1	1994208
Archaea	Euryarchaeota	Hadesarchaea				Hadesarchaea archaeon CG08_land_8_20_14_0_20_51_8		1975561	GCA_002779005.1	617632
Archaea	Euryarchaeota	Hadesarchaea				Hadesarchaea archaeon DG-33		1775754	GCA_001515185.1	786381
Archaea	Euryarchaeota	Hadesarchaea				Hadesarchaea archaeon DG-33-1		1775755	GCA_001515195.1	928769
Archaea	Euryarchaeota	Hadesarchaea				Hadesarchaea archaeon YNP_N21		1776333	GCA_001515215.1	1206198
Archaea	Euryarchaeota	Hadesarchaea			Candidatus Hadarchaeum	Candidatus Hadarchaeum yellowstonense		1776334	GCA_001515205.2	1231125
Archaea	Euryarchaeota	Halobacteria	Halobacteriales			Halobacteriales archaeon QH_6_64_20		1919154	GCA_003021235.1	3604584
Archaea	Euryarchaeota	Halobacteria	Halobacteriales			Halobacteriales archaeon QS_1_68_20		1919169	GCA_003021085.1	3385703
Archaea	Euryarchaeota	Halobacteria	Halobacteriales			Halobacteriales archaeon QS_8_65_32		1919186	GCA_003022925.1	3278370
Archaea	Euryarchaeota	Halobacteria	Halobacteriales			halophilic archaeon		29295	GCA_003298465.1	5605381
Archaea	Euryarchaeota	Halobacteria	Halobacteriales			halophilic archaeon J07HB67		1085029	GCA_000416105.1	2649547
Archaea	Euryarchaeota	Halobacteria	Halobacteriales			halophilic archaeon J07HX5		1325472	GCA_000415945.1	2040945
Archaea	Euryarchaeota	Halobacteria	Halobacteriales			halophilic archaeon J07HX64		1085028	GCA_000416085.1	2982938
Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Haloarcula	Haloarcula amylolytica	Haloarcula amylolytica JCM 13557	1227452	GCA_000336615.1	4225424
Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Haloarcula	Haloarcula argentinensis	Haloarcula argentinensis DSM 12282	1230451	GCA_000336895.1	4147107
Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Haloarcula	Haloarcula hispanica	Haloarcula hispanica ATCC 33960	634497	GCA_000223905.1	3890005
Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Haloarcula	Haloarcula hispanica	Haloarcula hispanica N601	1417673	GCA_000504565.2	3901495
Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Haloarcula	Haloarcula japonica	Haloarcula japonica DSM 6131	1227453	GCA_000336635.1	4280359
Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Haloarcula	Haloarcula marismortui	Haloarcula marismortui ATCC 43049	272569	GCA_000011085.1	4274642
Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Haloarcula	Haloarcula rubripromontorii		1705562	GCA_001280425.1	3970989
Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Haloarcula	Haloarcula sinaiiensis	Haloarcula sinaiiensis ATCC 33800	662476	GCA_000337275.1	4405164
Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Haloarcula	Haloarcula sp. CBA1115		1592728	GCA_000827835.1	4225046
Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Haloarcula	Haloarcula sp. K1		1622207	GCA_001647155.1	4331797
Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Haloarcula	Haloarcula taiwanensis		1932004	GCA_002844335.1	3721706
Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Haloarcula	Haloarcula vallismortis		28442	GCA_900106715.1	3896637
Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Haloarcula	Haloarcula vallismortis	Haloarcula vallismortis ATCC 29715	662477	GCA_000337775.1	3923205
Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Halomicrobium	Halomicrobium mukohataei	Halomicrobium mukohataei DSM 12286	485914	GCA_000023965.1	3332349
Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Halorhabdus	Halorhabdus tiamatea	Halorhabdus tiamatea SARL4B	1033806	GCA_000215915.3	3146564
Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Halorhabdus	Halorhabdus tiamatea	Halorhabdus tiamatea SARL4B	1033806	GCA_000470655.1	3146160
Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Halorhabdus	Halorhabdus utahensis	Halorhabdus utahensis DSM 12940	519442	GCA_000023945.1	3116795
Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Halorientalis	Halorientalis persicus		1367881	GCA_900110215.1	4869758
Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Halorientalis	Halorientalis regularis		660518	GCA_900102305.1	4032197
Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Halorientalis	Halorientalis sp. IM1011		1932360	GCA_001989615.1	3778989
Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Halosimplex	Halosimplex carlsbadense	Halosimplex carlsbadense 2-9-1	797114	GCA_000337455.1	4694889
Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Natronomonas	Natronomonas moolapensis	Natronomonas moolapensis 8.8.11	268739	GCA_000591055.1	2912573
Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Natronomonas	Natronomonas pharaonis	Natronomonas pharaonis DSM 2160	348780	GCA_000026045.1	2749696
Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Haladaptatus	Haladaptatus litoreus		553468	GCA_900156425.1	4671707
Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Haladaptatus	Haladaptatus sp. W1		1897478	GCA_001723155.1	5192569
Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halalkalicoccus	Halalkalicoccus jeotgali	Halalkalicoccus jeotgali B3	795797	GCA_000196895.1	3698650
Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halalkalicoccus	Halalkalicoccus jeotgali	Halalkalicoccus jeotgali B3	795797	GCA_000337255.1	3614122
Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halalkalicoccus	Halalkalicoccus paucihalophilus		1008153	GCA_001593955.1	3980410
Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halanaeroarchaeum	Halanaeroarchaeum sulfurireducens		1604004	GCA_001011115.1	2209738
Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halanaeroarchaeum	Halanaeroarchaeum sulfurireducens		1604004	GCA_001305655.1	2253500
Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halarchaeum	Halarchaeum acidiphilum	Halarchaeum acidiphilum MH1-52-1	1261545	GCA_000474235.1	2628974
Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Haloarchaeobius	Haloarchaeobius iranensis		996166	GCA_900103505.1	3768606
Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halobacterium	Halobacterium hubeiense		1407499	GCA_001488575.1	3130345
Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halobacterium	Halobacterium jilantaiense		355548	GCA_900110535.1	2952792
Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halobacterium	Halobacterium salinarum	Halobacterium salinarum NRC-1	64091	GCA_000006805.1	2571010
Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halobacterium	Halobacterium salinarum	Halobacterium salinarum R1	478009	GCA_000069025.1	2668776
Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halobacterium	Halobacterium sp. DL1		751944	GCA_000230955.3	3162560
Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halodesulfurarchaeum	Halodesulfurarchaeum formicicum		1873524	GCA_001767315.1	1972283
Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halodesulfurarchaeum	Halodesulfurarchaeum formicicum		1873524	GCA_001886955.1	2085946
Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halovenus	Halovenus aranensis		890420	GCA_900100385.1	3287116
Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Natronoarchaeum	Natronoarchaeum philippinense		558529	GCA_900215575.1	3164179
Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halococcaceae	Halococcus	Halococcus hamelinensis	Halococcus hamelinensis 100A6	1132509	GCA_000336675.1	3419074
